userID,songID,Rating,
U1,7DSAEUvxU8FajXtRloy8M0,0,False
U1,2qSkIjg1o9h3YT9RAgYN75,0,False
U1,4Dvkj6JhhA12EX05fT7y2e,0,False
U1,46kspZSY3aKmwQe7O77fCC,0,False
U1,3rUGC1vUpkDG9CZFHMur1t,1,True
U1,6AI3ezQ4o3HUoP6Dhudph3,0,False
U1,3eh51r6rFWAlGQRlHx9QnQ,0,False
U1,2aPTvyE09vUCRwVvj0I8WK,1,True
U1,4EWCNWgDS8707fNSZ1oaA5,1,True
U1,7iL6o9tox1zgHpKUfh9vuC,0,False
U1,1JSTJqkT5qHq8MDJnJbRE1,0,False
U1,3dPQuX8Gs42Y7b454ybpMR,0,False
U1,2zYzyRzz6pRmhPzyfMEC8s,1,True
U1,003vvx7Niy0yvhvHt4a68B,1,True
U1,70LcF31zb1H0PyJoS1Sx1r,0,False
U1,3qhlB30KknSejmIvZZLjOD,0,False
U1,3vkCueOmm7xQDoJ17W1Pm3,0,False
U1,3USxtqRwSYz57Ewm6wWRMp,0,False
U1,4xqrdfXkTW4T0RauPLv3WA,0,False
U1,6dBUzqjtbnIa1TwYbyw5CM,1,True
U1,779mhz1mAry946r91qzR1r,0,False
U1,2SHnUyZq0zwmvRIl4WY77G,1,True
U1,6YUTL4dYpB9xZO5qExPf05,1,True
U1,0nrRP2bk19rLc0orkWPQk2,0,False
U1,6h5PAsRni4IRlxWr6uDPTP,1,True
U1,0ZUo4YjG4saFnEJhdWp9Bt,0,False
U1,7GAaTpSoTWUTbP2Yxlt4Hd,0,False
U1,4aY0tZIaboefmkBEsjAovI,0,False
U1,11qh54D0PKkBwelpDxxiEU,0,False
U1,383Xl5QTigwj3QiA3Qc6S7,0,False
U1,0mflMxspEfB0VbI1kyLiAv,1,True
U1,6HSXNV0b4M4cLJ7ljgVVeh,1,True
U1,6UkMcAA19lTdjs22jtB7o2,0,False
U1,2M9ro2krNb7nr7HSprkEgo,0,False
U1,35PKfoynRpVFoAUE3D5Kc6,0,False
U1,7N2PNxzZXxCdAHiAfsklhT,1,True
U1,6GG73Jik4jUlQCkKg9JuGO,0,False
U1,0JJP0IS4w0fJx01EcrfkDe,1,True
U1,6otiaV2fagE3s8IvP6WkwG,1,True
U1,5oQcOu1omDykbIPSdSQQNJ,0,False
U1,1k1Bqnv2R0uJXQN4u6LKYt,1,True
U1,3SdTKo2uVsxFblQjpScoHy,0,False
U1,7s25THrKz86DM225dOYwnr,0,False
U1,0Q0IVlqMV64kNLlwjPj0Hl,0,False
U1,6Rqn2GFlmvmV4w9Ala0I1e,1,True
U1,7ACxUo21jtTHzy7ZEV56vU,0,False
U1,4OROzZUy6gOWN4UGQVaZMF,0,False
